Cocunut,Mortgage_YN,AGE_AT_ORIGINATION,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
53017,N,,53,13,M,HGH,PVE,M,"736,3923077",05/08/1979,01/05/2012,18/10/2003,"1446,947077"
53020,N,,27,2,M,HGH,PVE,F,"177,3615385",01/05/2014,01/04/2013,07/05/2015,"938,6450769"
53021,N,,69,9,M,BCR,RET,M,"159,7673846",02/04/1948,01/10/9999,01/11/2007,"3409,331462"
53022,N,,51,1,M,BCR,STE,M,"766,1461538",31/05/1966,01/07/2007,14/01/2016,"563,9362308"
53026,N,,62,12,M,HGH,PVE,F,"501,5124615",16/06/2003,01/06/1980,18/01/2005,"568,0529231"
53027,N,,47,11,M,HGH,PVE,M,"423,0769231",01/05/2010,15/02/2002,13/12/2005,"2301,391154"
53030,N,,56,4,M,HGH,RET,M,"278,7808462",01/05/2000,01/10/9999,24/10/2012,"778,8676923"
53031,N,,42,1,M,HGH,STE,M,"364,3076923",08/03/1975,11/06/2010,12/01/2016,"18,57784615"
53034,N,,46,12,M,BCR,STE,M,"991,4781538",17/08/2005,11/07/2011,15/10/2004,"2231,043692"
53040,N,,53,11,M,BCR,PVE,M,"1025,379308",01/01/1966,01/04/1993,11/07/2005,"1243,687"
53047,N,,55,7,M,SEC,PVE,F,"169,2307692",01/01/1979,01/12/2015,07/10/2009,"932,7653077"
53053,N,,60,5,M,PRS,PVE,F,"177,2629231",01/08/1985,01/12/2010,25/11/2011,"1565,061231"
53055,N,,47,2,M,HGH,PVE,F,"189,4333077",23/10/1970,01/10/2013,02/12/2014,"2579,374692"
53060,N,,48,3,D,HGH,PVE,F,"227,7692308",28/06/1969,01/09/2011,24/03/2014,"2708,003692"
53065,N,,27,3,S,BCR,PVE,M,"847,5307692",10/05/2002,11/04/2013,13/11/2013,"2315,278769"
53072,N,,55,2,M,HGH,PVE,M,"323,0769231",18/01/1962,01/10/9999,15/12/2014,"2277,473769"
53076,N,,50,3,M,HGH,PVE,M,"184,6153846",11/09/1967,01/09/1997,19/02/2014,"176,3353077"
53077,N,,45,13,M,HGH,PVE,M,"416,1834615",07/02/2003,04/04/1998,03/06/2004,"2193,107231"
53078,N,,65,5,S,HGH,RET,M,"322,5615385",01/01/2011,01/10/9999,29/08/2011,"2126,260692"
53084,N,,70,1,W,HGH,RET,F,"212,9563077",01/01/1969,01/10/9999,15/01/2016,"2578,157769"
53085,N,,66,2,M,HGH,RET,M,"212,3554615",15/07/1983,01/10/9999,19/12/2014,"1867,816615"
53086,N,,48,12,M,HGH,STE,M,"337,2425385",26/11/1969,16/03/1992,24/06/2005,"1524,049385"
53087,N,,65,8,M,HGH,RET,M,"709,7665385",01/01/2007,01/10/9999,02/02/2009,"777,5447692"
53089,N,,61,10,M,HGH,RET,F,"248,8213846",01/01/1981,01/10/9999,16/10/2006,"1852,897308"
53094,N,,42,2,M,HGH,PVE,F,"173,8846154",03/02/1991,01/06/2015,22/10/2014,"40,89892308"
53095,N,,66,12,M,HGH,RET,M,"328,6107692",01/02/1998,01/01/2005,13/08/2004,"2668,172308"
53096,N,,69,10,W,HGH,RET,F,"832,2696923",19/08/1948,01/10/9999,07/02/2007,"5072,990615"
53099,N,,35,2,M,BCR,STE,F,"337,7107692",01/06/2014,20/09/2013,14/11/2014,"2864,112462"
53100,N,,45,11,M,HGH,STE,F,"281,3943077",01/01/1982,12/08/1991,15/08/2005,"2558,263231"
53103,N,,33,1,M,BCR,PVE,F,"230,7692308",19/02/2013,26/10/2015,12/01/2016,"195,7705385"
53107,N,,43,1,M,HGH,STE,M,"268,0230769",04/01/2013,20/02/2015,13/01/2016,"2940,735538"
53109,N,,40,13,S,BCR,STE,M,"342,9230769",01/05/1990,18/06/1998,13/01/2004,"1762,053538"
53110,N,,34,9,M,BCR,PVE,F,"733,4635385",01/12/2010,14/03/2011,30/07/2007,"2346,612615"
53111,N,,48,9,M,SEC,PVE,F,"267,9461538",02/05/1985,01/12/2012,08/12/2007,"4100,848923"
53113,N,,55,11,M,HGH,PVE,M,"376,8452308",29/03/2000,01/07/1984,17/03/2006,"1241,588462"
53120,N,,74,10,M,HGH,RET,M,"223,6304615",26/09/2002,01/10/9999,10/07/2006,"387,6653077"
53126,N,,28,9,S,BCR,PVE,M,"465,0930769",26/12/1989,01/10/2014,15/01/2008,"874,0324615"
53131,N,,26,3,M,HGH,PVE,F,"210,58",25/11/2012,01/10/9999,18/06/2014,"810,5308462"
53132,N,,63,2,W,HGH,RET,F,"166,7892308",01/01/1980,01/10/9999,21/10/2014,0
53133,N,,47,10,M,HGH,STE,M,"243,0073846",15/10/1970,23/06/2000,28/06/2007,"2455,439462"
53141,N,,35,11,S,HGH,PVE,F,"386,3923077",01/06/2015,01/01/2010,17/09/2005,"414,9873077"
53142,N,,54,2,M,HGH,PVE,F,"232,1307692",01/01/2008,01/05/2007,29/09/2014,"3184,821615"
53148,N,,55,10,M,HGH,PVE,F,"200,0589231",01/08/2000,01/02/1991,20/03/2007,"713,9130769"
53149,N,,40,10,M,HGH,PVE,F,"439,0131538",01/01/2004,14/05/2007,14/05/2007,"5976,407077"
53151,N,,56,1,M,HGH,PVE,M,200,01/01/1991,14/06/2013,12/01/2016,"203,7090769"
53154,N,,65,11,M,BCR,RET,M,"285,9830769",01/01/1988,01/10/9999,17/09/2005,"711,1875385"
53157,N,,46,11,M,HGH,PVE,F,"253,8461538",05/11/1995,01/01/1998,04/08/2005,"573,1416923"
53160,N,,35,9,S,PRS,PVE,F,"182,3361538",22/08/1986,20/05/2003,18/03/2008,"2023,978154"
53161,N,,59,12,M,BCR,PVE,M,"524,6307692",22/06/2005,01/07/2013,08/01/2005,"3946,628385"
53164,N,,48,11,M,HGH,PVE,F,"187,7",01/04/2006,28/08/2009,01/03/2006,"3130,316"
53166,N,,57,1,M,HGH,PVE,F,"246,1538462",01/01/1979,01/01/2005,18/01/2016,"225,4943846"
53168,N,,50,10,M,BCR,STE,F,"275,3846154",23/06/2003,01/07/2006,02/04/2007,"5561,845692"
53170,N,,64,15,M,BCR,STE,M,"572,2596923",01/01/1993,09/05/1992,10/05/2002,"1985,794154"
53175,N,,64,4,M,HGH,RET,M,"218,3795385",01/01/1959,01/10/9999,05/04/2013,"4551,271846"
53181,N,,50,6,M,HGH,PVE,M,"210,9883846",16/09/1994,01/05/2010,13/08/2010,"3960,775923"
53185,N,,60,11,M,HGH,RET,M,"367,9275385",17/07/1980,01/10/9999,19/09/2005,"6062,076231"
53193,N,,33,6,M,BCR,STE,F,"532,6233077",15/06/2007,23/10/2012,11/06/2011,"1460,665692"
53195,N,,41,11,W,HGH,STE,F,"283,9846154",01/05/1995,08/05/2004,31/10/2005,"5523,646154"
53196,N,,53,9,D,BCR,STE,M,"850,1113846",01/08/2012,01/03/1995,18/04/2008,"3511,960385"
53197,N,,55,16,M,BCR,PVE,F,"1499,008231",31/12/2001,01/05/2001,01/03/2001,"1325,766615"
53204,N,,70,13,M,BCR,RET,M,"353,95",11/04/2001,01/10/9999,09/03/2004,"314,7466154"
53205,N,,51,14,M,HGH,PVE,F,"657,0752308",01/01/1979,01/12/2002,13/12/2002,"3028,072692"
53208,N,,53,4,S,HGH,SFE,M,"315,3",01/01/2007,01/10/9999,29/04/2013,"3387,788"
53209,N,,42,14,S,SEC,PVE,M,"177,2217692",29/10/2004,01/02/2003,19/02/2003,"1530,684538"
53214,N,,43,10,M,BCR,PVE,F,"437,3039231",05/10/2004,03/01/2007,03/01/2007,"4420,163615"
53217,N,,53,2,M,HGH,PVE,F,"160,7615385",01/05/2005,01/02/2007,05/02/2015,"3067,477308"
53218,N,,46,12,S,HGH,STE,M,"285,2461538",01/08/1989,01/11/2004,03/11/2004,"5217,193"
53219,N,,43,11,M,HGH,STE,M,"353,8461538",01/09/1980,03/04/1997,25/10/2005,"4991,898769"
53222,N,,58,9,M,BCR,RET,F,"274,7438462",30/05/2012,01/10/9999,15/11/2007,"6756,543615"
53226,N,,47,4,M,HGH,PVE,M,"355,7138462",20/11/1970,20/01/2012,06/06/2013,"4262,871385"
53235,N,,57,12,S,BCR,STE,M,"923,0769231",13/10/1960,16/04/2005,23/07/2004,"392,7743077"
53236,N,,63,2,D,HGH,RET,M,"192,5622308",01/05/1991,01/10/9999,24/04/2015,"4836,701692"
53240,N,,52,4,M,HGH,STE,F,"227,4923077",01/01/1985,01/08/2001,21/05/2013,"1499,290385"
53248,N,,61,9,M,BCR,STE,M,"1313,191231",18/03/2003,18/07/2001,20/03/2008,0
53249,N,,35,2,M,HGH,PVE,M,"314,3615385",03/06/1982,15/10/2012,21/01/2015,"435,8230769"
53256,N,,45,11,M,HGH,PVE,M,"372,6846154",10/10/2005,01/07/2003,03/08/2005,"494,5106154"
53261,N,,43,13,S,BCR,STE,F,"257,3708462",15/10/1974,03/03/2003,16/03/2004,"2314,801"
53262,N,,29,7,S,HGH,PVE,M,"324,2807692",01/01/1995,01/08/2015,29/03/2010,0
53265,N,,65,13,W,HGH,STE,F,"540,2239231",05/05/1985,17/07/1977,30/01/2004,"763,2934615"
53268,N,,40,11,D,BCR,STE,F,"285,1031538",20/10/2004,03/04/2003,10/01/2006,"634,1397692"
53280,N,,26,3,M,HGH,PVE,M,"312,8776154",10/08/1995,01/09/2011,10/07/2013,0
53283,N,,46,2,M,HGH,PVE,F,"226,7230769",01/01/2001,26/06/2013,11/06/2015,"2356,573923"
53289,N,,48,12,M,BCR,PVE,M,"588,6615385",15/05/2008,01/06/2004,15/01/2005,0
53290,N,,53,10,M,BCR,PVE,F,"427,3536923",08/11/1994,14/08/2006,22/08/2006,"695,5569231"
53292,N,,63,10,M,HGH,RET,M,"176,7461538",01/10/2008,01/10/9999,16/08/2006,"3540,709769"
53296,N,,26,4,S,HGH,STE,M,"238,9724615",13/06/1991,26/03/2012,15/08/2012,"1997,845923"
53299,N,,57,10,M,HGH,STE,F,"222,2884615",16/10/1985,01/12/1990,27/12/2006,"4746,154308"
53306,N,,39,9,M,HGH,PVE,M,"538,4615385",01/01/2010,04/03/2008,13/09/2007,"326,0553077"
53310,N,,34,11,M,HGH,STE,M,"294,9230769",25/08/1983,06/12/2001,17/09/2005,"3461,310846"
53312,N,,68,6,M,HGH,RET,M,"220,9244615",18/06/1949,01/10/9999,08/04/2011,"126,1197692"
53320,N,,65,3,D,BCR,RET,M,"843,7475385",01/05/2011,01/10/9999,04/06/2014,0
53322,N,,56,2,D,HGH,SFE,M,"307,6923077",08/03/1962,01/12/2008,12/01/2015,"3384,299462"
53329,N,,65,1,M,HGH,RET,F,"258,9243077",01/01/1995,01/10/9999,19/01/2016,"5093,324462"
53332,N,,40,3,M,HGH,PVE,F,"167,8203846",01/10/1998,01/03/2014,24/03/2014,"645,5950769"
53335,N,,33,9,S,BCR,PVE,F,"290,1692308",30/08/1995,01/01/2009,27/11/2007,"2310,471308"
53337,N,,59,5,M,HGH,RET,M,"334,442",14/01/1958,01/10/9999,04/08/2011,"5555,538462"
53342,N,,49,12,M,HGH,PVE,F,"475,1130769",06/05/1971,01/06/2015,06/04/2005,0
53353,N,,48,12,M,HGH,PVE,M,"498,6196154",01/10/1980,15/08/1996,01/07/2005,"3085,606"
53370,N,,30,10,S,HGH,PVE,F,"591,323",01/05/2007,01/01/2010,29/05/2007,"1127,436538"
53371,N,,35,4,M,HGH,PVE,M,"290,9006154",01/01/2005,01/06/2012,05/07/2012,"2668,903462"
53375,N,,39,8,M,HGH,STE,M,"386,2184615",07/05/1978,20/12/2011,15/10/2008,"3424,677846"
53378,N,,39,1,M,HGH,PVE,M,"424,4",22/05/1978,12/02/2001,21/01/2016,"5914,880462"
53379,N,,50,12,M,HGH,STE,M,"401,1230769",10/01/1996,20/04/1994,08/04/2005,"503,787"
53380,N,,58,12,W,BCR,STE,F,"826,6295385",20/06/2001,03/03/1996,20/10/2004,"11413,91138"
53385,N,,68,6,W,HGH,RET,F,"203,926",01/01/1973,01/10/9999,31/08/2010,"3638,088538"
53387,N,,34,1,M,HGH,PVE,F,"284,6153846",01/06/2009,04/01/2016,15/01/2016,"292,9231538"
53391,N,,69,12,M,HGH,RET,M,"176,7875385",01/05/2007,01/10/9999,31/03/2005,"288,5173077"
53392,N,,58,13,D,HGH,RET,F,"149,5907692",01/09/2004,01/10/9999,02/02/2004,0
53393,N,,41,1,M,HGH,PVE,F,300,15/06/1999,01/07/2013,22/01/2016,"196,5717692"
53396,N,,28,4,S,HGH,PVE,M,"189,0230769",01/12/2011,01/08/2010,05/02/2013,"170,1656154"
53397,N,,57,11,M,BCR,PVE,M,"361,5384615",26/06/1960,27/03/1986,14/10/2005,"194,7267692"
53399,N,,59,5,M,HGH,RET,F,"194,8707692",01/01/1981,01/10/9999,26/09/2011,"4503,723923"
53404,N,,31,4,S,HGH,PVE,M,"297,0384615",01/11/1986,01/05/2012,19/11/2012,"1991,461308"
53412,N,,41,1,M,HGH,SFE,F,"201,2230769",01/06/1996,01/12/2007,12/01/2016,0
53413,N,,30,1,D,HGH,STE,F,"276,9230769",14/01/1987,01/10/2007,25/01/2016,"137,6056154"
53415,N,,63,12,D,HGH,RET,F,"327,9896154",08/02/2000,01/10/9999,18/11/2004,"207,0795385"
53416,N,,38,11,M,HGH,PVE,M,"212,0692308",05/05/1979,01/08/2005,09/11/2005,"1444,474769"
53421,N,,56,2,M,HGH,RET,F,"461,2636923",01/01/2000,01/10/9999,08/07/2014,"8349,316769"
53427,N,,52,1,D,HGH,PVE,F,"180,4307692",10/08/2014,01/02/2010,22/01/2016,"1103,674462"
53428,N,,60,9,M,HGH,RET,M,"286,1969231",06/06/1989,01/10/9999,12/07/2007,"1155,361077"
53429,N,,66,8,M,HGH,RET,M,"277,3547692",26/08/1951,01/10/9999,28/10/2008,"1259,383"
53431,N,,63,4,W,HGH,RET,F,"240,6338462",04/05/1971,01/10/9999,16/07/2012,"5329,140923"
53434,N,,36,10,M,HGH,PVE,F,"448,3909231",30/12/2009,04/09/2006,12/09/2006,"335,1554615"
53443,N,,57,4,M,BCR,PVE,M,"938,4615385",01/04/2015,25/06/2012,09/07/2012,"1381,998"
53461,N,,47,5,M,BCR,STE,M,"345,2538462",01/01/1992,05/01/2001,26/08/2011,"1973,486538"
53463,N,,49,11,M,HGH,PVE,M,"215,3846154",06/06/1974,15/12/2014,20/12/2005,"114,9707692"
53467,N,,49,1,M,HGH,STE,M,"346,1538462",13/07/1968,01/01/2007,21/01/2016,"138,7434615"
53470,N,,31,12,M,HGH,PVE,F,"177,5741538",01/05/2005,01/10/2011,10/08/2004,"4090,996846"
53474,N,,26,4,S,HGH,PVE,F,"461,5384615",11/01/1991,01/10/2012,04/10/2012,"6184,723846"
53475,N,,57,1,M,HGH,RET,F,"289,5578462",11/10/1981,01/10/9999,22/01/2016,"185,0464615"
53479,N,,33,9,M,HGH,PVE,M,"200,3677692",01/01/2005,01/04/2014,16/06/2008,0
53482,N,,68,1,M,HGH,RET,M,"166,4944615",05/03/1949,01/10/9999,07/09/2015,"2755,555846"
53485,N,,62,6,W,HGH,RET,M,"192,3076923",22/06/2003,01/10/9999,25/11/2010,"162,2573077"
53491,N,,65,2,M,HGH,RET,M,"209,9189231",10/07/1985,01/10/9999,25/11/2014,"4654,655"
53492,N,,47,11,M,BCR,PVE,M,"1523,307692",25/03/2006,01/03/1998,29/12/2005,"2574,429154"
53495,N,,39,10,M,HGH,PVE,M,"403,9330769",01/03/2008,01/10/2008,16/01/2007,"3805,145308"
53505,N,,57,3,M,HGH,PVE,F,"491,5384615",05/08/1979,01/06/2014,06/02/2014,0
53507,N,,47,10,M,HGH,STE,F,"398,7008462",01/01/1981,15/04/2013,10/10/2006,"1607,519"
53510,N,,67,11,M,HGH,RET,M,"233,9765385",26/07/2006,01/10/9999,11/07/2005,"3833,304846"
53512,N,,56,1,M,HGH,PVE,M,"188,4230769",27/05/1961,01/07/2008,21/01/2016,"776,4553077"
53514,N,,45,11,D,BCR,STE,F,"360,4743846",11/05/1972,15/03/1996,15/09/2005,"637,1373077"
53518,N,,34,11,M,HGH,PVE,M,"292,7538462",01/01/2005,01/06/2005,07/07/2005,"2815,807154"
53521,N,,37,11,M,PRS,STE,F,"301,0461538",01/08/2008,01/08/2000,26/01/2006,0
53523,N,,32,2,M,HGH,PVE,F,"256,6461538",15/10/2007,18/12/2015,27/03/2015,"625,2448462"
53524,N,,39,6,M,HGH,PVE,F,"413,3339231",01/01/2006,15/05/2012,02/10/2010,"8880,321923"
53530,N,,33,4,S,HGH,PVE,M,"180,8461538",20/07/1984,10/03/2008,08/02/2013,"1560,982846"
53531,N,,28,8,S,BCR,STE,M,"692,0846154",07/01/1989,23/12/2011,03/02/2009,"657,3336154"
53532,N,,37,9,M,HGH,PVE,M,"248,8453846",15/11/2002,13/07/2015,28/09/2007,"5088,539231"
53535,N,,41,3,M,HGH,PVE,M,"166,6615385",01/07/1986,16/07/2015,18/06/2014,"673,3579231"
53539,N,,36,1,M,HGH,PVE,M,"346,1538462",01/01/1989,01/01/2012,23/01/2016,"202,3607692"
53541,N,,42,2,S,HGH,STE,M,"363,1461538",01/01/2016,01/11/2001,19/11/2014,"95,10961538"
53544,N,,29,3,S,HGH,PVE,M,"373,1769231",17/11/1988,01/01/2014,05/02/2014,"2153,617615"
53547,N,,46,1,*noval*,HGH,PVE,F,0,01/10/9999,15/02/2016,25/01/2016,"1,979230769"
53559,N,,55,9,S,HGH,PVE,F,"885,502",01/01/1966,01/08/2006,11/06/2008,"5723,697538"
53561,N,,54,4,S,BCR,PVE,F,"285,4953846",08/05/1963,06/12/1982,23/10/2012,"4553,863846"
53563,N,,31,7,D,HGH,PVE,F,"188,2894615",20/03/1986,15/06/2005,10/05/2010,"1429,379077"
53564,N,,38,4,M,HGH,PVE,M,"387,1794615",14/01/2014,11/05/2013,22/03/2013,"1508,779538"
53565,N,,37,11,S,BCR,PVE,F,"615,3846154",01/03/1980,01/09/2005,04/10/2005,"2915,362846"
53566,N,,46,1,M,HGH,PVE,M,"348,1153846",01/01/1988,01/01/2015,25/01/2016,"67,92907692"
53572,N,,60,3,M,HGH,STE,F,"338,2153846",01/11/1980,25/11/1985,06/09/2013,"582,2360769"
53574,N,,47,3,M,BCR,PVE,F,"383,6223846",10/10/1991,01/03/2010,03/06/2014,"437,0169231"
53578,N,,43,12,M,HGH,STE,M,"763,8704615",01/11/1995,11/06/1993,15/07/2004,"11639,36938"
53584,N,,65,5,D,BCR,RET,F,"208,3710769",01/11/2007,01/10/9999,13/06/2012,"233,7861538"
53588,N,,53,11,M,HGH,STE,F,"192,3076923",01/01/1990,01/03/1990,12/08/2005,"189,1600769"
53590,N,,48,13,M,HGH,STE,M,"527,1769231",16/09/1969,01/04/1994,18/09/2003,"792,5553846"
53595,N,,31,3,M,HGH,PVE,F,"238,5769231",01/01/2014,01/11/2012,26/05/2014,"4056,907154"
53599,N,,37,3,S,BCR,PVE,M,"1529,284615",30/04/2014,01/11/2011,08/07/2013,"6466,316231"
53606,N,,48,10,M,HGH,STE,M,"383,5751538",01/08/1997,01/09/1998,16/10/2006,"404,0831538"
53610,N,,64,1,M,HGH,RET,M,"287,4133846",17/04/1953,01/10/9999,15/12/2015,0
53612,N,,73,2,W,HGH,RET,F,"146,48",10/06/2009,01/10/9999,04/11/2014,"277,8949231"
53614,N,,48,1,M,HGH,PVE,F,"245,5692308",14/07/1998,26/08/2013,20/01/2016,"291,6368462"
53616,N,,50,12,M,HGH,PVE,M,"478,5297692",26/11/1967,16/09/1987,04/04/2005,"1500,766846"
53625,N,,51,1,M,HGH,STE,M,"404,1307692",22/06/1982,01/12/2002,26/01/2016,"8852,634154"
53629,N,,69,11,M,BCR,RET,M,"276,8152308",26/08/1950,01/10/9999,27/07/2005,"1256,785231"
53631,N,,46,11,M,HGH,PVE,F,"308,497",01/03/1990,12/12/1994,15/03/2006,"1891,426308"
53634,N,,62,1,W,HGH,RET,F,"161,5384615",15/09/1974,10/04/2001,22/01/2016,"319,5554615"
53636,N,,24,1,S,HGH,RET,F,"156,3506923",03/11/1993,01/10/9999,06/10/2015,"311,5206923"
53645,N,,46,5,M,HGH,PVE,M,"223,1076923",01/05/2005,01/08/2009,07/12/2011,"3039,937231"
53649,N,,38,8,M,HGH,PVE,F,"181,7384615",26/07/2004,06/01/2009,10/02/2009,"909,1953846"
53651,N,,41,4,S,BCR,PVE,F,"185,6384615",01/01/1998,01/04/2005,08/10/2012,"2106,165308"
53653,N,,56,13,D,HGH,PVE,F,"253,8461538",01/01/2013,01/10/2007,06/09/2003,"5653,757615"
53654,N,,65,9,D,BCR,RET,M,"273,0626923",01/01/2010,01/10/9999,19/09/2007,"3918,383077"
53662,N,,61,10,S,BCR,STE,F,"536,6850769",01/01/1990,01/03/1983,17/05/2007,"668,9324615"
53664,N,,60,11,M,BCR,RET,M,"285,9830769",16/06/1980,31/12/2014,16/08/2005,"1286,161"
53668,N,,57,12,M,HGH,PVE,F,"346,1538462",29/09/1984,01/07/2007,21/06/2005,"1042,074846"
53669,N,,34,2,M,HGH,PVE,M,"172,6692308",27/08/1983,11/08/2014,01/08/2014,"4617,330692"
53670,N,,46,1,M,BCR,PVE,F,"180,0153846",01/01/2007,31/12/2007,18/01/2016,"1764,342231"
53676,N,,41,1,M,HGH,STE,M,"472,0935385",01/01/2013,14/03/2014,15/12/2015,"5727,212385"
53691,N,,38,1,M,BCR,STE,F,"346,1538462",15/08/2007,01/09/2004,25/01/2016,"329,0984615"
53694,N,,26,5,S,HGH,PVE,F,"193,4",15/08/2000,11/05/2013,05/06/2012,"1514,805077"
53695,N,,33,5,M,PRS,PVE,M,"234,8923077",01/01/2013,01/12/2008,22/07/2011,"4215,419692"
53699,N,,47,1,M,HGH,RET,M,"192,3076923",09/11/1970,09/04/2001,21/01/2016,"384,2896923"
53701,N,,36,1,M,HGH,STE,F,"332,3076923",01/09/2003,01/05/2001,21/01/2016,"317,9219231"
53702,N,,30,1,M,HGH,STE,F,"292,3076923",01/05/2009,01/01/2008,25/01/2016,"346,945"
53704,N,,42,3,M,HGH,STE,M,"548,7594615",01/11/2012,01/03/1995,04/09/2013,"1585,239846"
53713,N,,38,9,M,HGH,STE,F,"262,4492308",01/01/2000,01/03/2008,21/05/2008,"5846,532077"
53714,N,,38,11,M,BCR,OTH,F,"531,8042308",15/03/2009,01/12/2005,06/12/2005,"2882,035538"
53715,N,,35,2,M,HGH,PVE,F,"237,6538462",22/10/1982,01/07/2005,30/01/2015,"5754,339615"
53717,N,,44,12,M,PRS,PVE,M,"299,0349231",01/09/1983,01/07/2001,09/12/2004,"835,4143846"
53718,N,,40,1,M,HGH,STE,F,"198,7230769",06/07/2008,04/07/2008,20/01/2016,"4185,759462"
53720,N,,39,8,S,HGH,PVE,M,"253,5615385",01/01/2013,01/02/2005,05/09/2008,"1935,091615"
53722,N,,57,3,S,HGH,STE,M,"346,1538462",20/05/1960,01/11/2012,25/12/2013,"287,789"
53725,N,,22,2,S,HGH,PVE,M,"208,7102308",05/10/1995,01/11/2014,14/11/2014,"631,942"
53734,N,,63,13,W,HGH,PVE,F,"458,6013077",12/03/1978,30/10/1978,17/06/2004,"1745,046692"
53735,N,,38,10,M,SEC,PVE,M,"318,2233846",03/08/1979,25/07/2007,01/09/2006,0
53736,N,,32,3,M,BCR,PVE,M,"276,0923077",01/01/2012,06/03/2003,03/10/2013,"251,0946154"
53740,N,,37,4,M,HGH,PVE,F,"220,9230769",01/01/2006,15/07/2002,26/07/2012,"121,4296154"
53742,N,,57,12,M,HGH,STE,M,"345,7432308",08/05/1960,16/10/1996,16/02/2005,"3805,198154"
53744,N,,40,5,S,HGH,PVE,M,"230,3508462",01/01/2015,01/09/2011,28/03/2012,"554,13"
53747,N,,26,1,S,HGH,PVE,M,"1072,784615",01/02/2015,12/11/2015,19/09/2015,0
53748,N,,42,10,D,BCR,PVE,M,"949,1335385",01/05/1982,01/12/2006,19/09/2006,"2411,193385"
53749,N,,66,3,M,HGH,RET,F,"374,4846154",01/11/2004,01/10/9999,04/09/2013,0
53754,N,,39,7,M,HGH,PVE,F,"335,1615385",01/04/2014,04/08/2009,26/08/2009,"1261,164923"
53757,N,,33,1,M,HGH,PVE,F,"178,6461538",01/08/2012,01/06/2010,17/12/2015,"150,2255385"
53758,N,,40,4,M,HGH,PVE,M,"369,2307692",01/01/2012,01/12/2013,25/04/2013,"4286,373308"
53762,N,,50,3,M,HGH,STE,M,"307,6923077",01/01/1990,04/08/2005,19/09/2013,"4622,375077"
53763,N,,63,12,M,HGH,RET,F,"292,4070769",01/01/2002,01/10/9999,14/06/2005,"7442,495462"
53769,N,,32,1,M,HGH,PVE,F,"253,2918462",21/06/1985,25/05/2007,01/02/2016,"4927,829462"
53777,N,,64,11,M,BCR,RET,M,"206,7369231",15/07/2009,01/10/9999,17/09/2005,"82,83"
53779,N,,57,11,M,SEC,STE,F,"180,2615385",01/01/1982,17/02/1986,28/03/2006,"1477,547538"
53780,N,,60,1,M,HGH,RET,M,"212,868",18/07/1957,01/10/9999,28/09/2015,"69,58253846"
53789,N,,29,3,S,BCR,PVE,F,"254,0307692",01/01/2015,01/10/2013,31/05/2014,"1291,189385"
53797,N,,51,2,M,HGH,STE,F,"217,2676923",01/03/1987,01/03/2008,22/08/2014,"3715,413846"
53803,N,,36,12,M,HGH,PVE,M,"360,2333077",01/06/2006,24/10/2009,12/05/2005,"5727,250308"
53806,N,,43,11,M,HGH,PVE,M,"472,0846154",10/11/2000,01/04/1995,22/09/2005,"2703,991231"
53808,N,,56,14,M,HGH,PVE,F,"767,8203846",31/12/2003,16/12/2002,19/12/2002,"12788,15746"
53810,N,,63,11,M,BCR,RET,F,"404,7857692",01/02/1963,01/10/9999,02/06/2006,"5183,986538"
53813,N,,59,10,M,HGH,RET,F,"228,1141538",01/01/1994,01/10/9999,23/10/2006,"220,7656923"
53814,N,,66,15,W,BCR,RET,M,"361,0886923",01/01/1990,01/10/9999,06/09/2001,"5124,620923"
53818,N,,57,11,D,BCR,PVE,F,"606,7763846",20/02/2009,01/08/2005,08/08/2005,"3199,821"
53820,N,,36,8,M,BCR,PVE,F,"564,4893846",01/09/2014,29/12/2008,26/12/2008,"409,0983846"
53823,N,,67,1,M,HGH,RET,M,"190,8454615",01/01/1965,01/10/9999,17/11/2015,"778,1060769"
53824,N,,57,5,D,HGH,PVE,F,"168,9230769",23/06/1960,15/11/2011,01/12/2011,"1789,032692"
53826,N,,68,5,W,HGH,RET,F,"164,2447692",20/01/1989,01/10/9999,10/01/2012,"1833,944846"
53829,N,,51,14,D,BCR,STE,F,"357,1923077",01/01/2004,07/03/2011,23/06/2003,"3994,244231"
53838,N,,49,1,W,HGH,PVE,F,"199,4183846",01/01/2003,15/06/2015,25/01/2016,0
53839,N,,35,1,M,BCR,STE,F,"244,7153846",01/09/2012,01/10/2002,24/12/2015,"216,0961538"
53840,N,,32,3,M,BCR,STE,M,"392,3847692",01/01/2012,01/04/2012,07/03/2014,"956,8837692"
53844,N,,62,1,M,HGH,RET,F,"196,4722308",01/01/2000,01/10/9999,18/01/2016,"34,18238462"
53848,N,,54,11,M,BCR,SFE,F,"246,1538462",31/01/2008,01/08/2015,10/10/2005,"2289,387154"
53849,N,,56,9,M,HGH,STE,M,"652,3307692",04/07/1971,01/11/1984,28/09/2007,"6381,671"
53850,N,,54,10,D,HGH,STE,M,"439,5615385",14/03/1981,01/03/2007,28/03/2007,"4207,134615"
53875,N,,53,10,M,BCR,STE,M,"732,4109231",01/03/1994,01/10/9999,26/03/2007,"194,0802308"
